# Словарь ChatTranslator. Данные: OpenRussian.org (https://en.openrussian.org),
# https://github.com/Badestrand/russian-dictionary — лицензия CC BY-SA 4.0
# (https://creativecommons.org/licenses/by-sa/4.0/). Изменения: отобраны частые
# слова (по wordfreq), оставлен один перевод, убраны ударения и неоднозначные
# формы, для игровых слов выбрано игровое значение. Этот файл распространяется
# на тех же условиях CC BY-SA 4.0. Собран скриптом tools/build_dictionary.py.
abacus	счёты
monsters	чудовища
monstrosities	уроды
monstrosity	урод
monstrous	чудовищный
montage	монтаж
montages	монтажи
montenegro	Черногория
month	месяц
monthly	ежемесячно
months	месяцы
monument	памятник
monuments	памятники
mood	настроение
moods	настроения
moon	луна
moons	луны
moot	спорный
mopping-up	очистка
moral	мораль
morally	морально
morals	морали
moralses	нравственности
moratorium	мораторий
moratoriums	моратории
morbid	больной
morbidities	заболеваемости
morbidity	заболеваемость
moreover	причём
morgue	морг
morgues	морги
moribund	умирающий
morn	утро
morning	утро
mornings	утра
morns	утра
moron	дебил
morons	дебилы
morphologies	морфологии
morphology	морфология
mortal	смертный
mortalities	смертности
mortality	смертность
mortally	смертельно
mortals	смертные
mortar	миномёт
mortars	миномёты
mortgage	ипотека
mortgages	ипотеки
mortuaries	морги
mortuary	морг
mosaic	мозаика
mosaics	мозаики
moscow	Москва
moslem	мусульманин
moslems	мусульмане
mosque	мечеть
mosques	мечети
mosquito	комар
mosquitoes	комары
moss	мох
mosses	мхи
moth	моль
mother	мать
mother-heroine	мать-героиня
mother-in-law	тёща
motherhood	материнство
motherhoods	материнства
motherland	отечество
motherlands	отечества
motherly	материнский
mothers	матери
moths	моли
motif	мотив
motifs	мотивы
motion	ход
motionless	неподвижно
motions	ходы
motivation	мотивация
motivations	мотивации
motive	моторный
motives	мотивы
motley	разноцветный
motor	двигатель
motor-cade	кортеж
motor-car	автомобильный
motor-cyclist	мотоциклист
motorist	автомобилист
motorists	автомобилисты
motors	двигатели
motorway	автомагистраль
motorways	автомагистрали
motto	девиз
mottoes	девизы
mould	плесень
moulds	плесени
mound	форма
mounds	формы
mountain	гора
mountain-climber	альпинист
mountain-dweller	горец
mountain-mass	массив
mountaineer	горец
mountaineers	горцы
mountainous	горный
mountains	горы
mounting	оформление
mournful	печальный
mourning	траур
mournings	трауры
mouse	мышь
moustache	ус
moustaches	усы
mouth	рот
mouths	рты
movable	передвижной
movement	движение
movements	движения
mover	двигатель
movers	двигатели
movie	фильм
movie-house	кинотеатр
movies	фильмы
muck	гадость
mucks	гадости
mucous	слизистый
mucus	слизь
mucuses	слизи
mud	грязи
muddle	кое-как
muddles	путаницы
muddy	грязный
muds	грязи
mufti	муфтий
muftis	муфтии
mug	рожа
muggy	парный
mugs	рожи
multi-purpose	универсальный
multiple	многократный
multiplication	умножение
multiplications	умножения
multiplier	множитель
multipliers	множители
multitude	толпа
multitudes	толпы
mummies	мамы
mummy	мама
mumps	свинка
mumpses	свинки
mundane	мирской
municipal	муниципальный
municipalities	муниципалитеты
municipality	муниципалитет
mural	роспись
murals	росписи
murder	убийство
murderer	убийца
murderers	убийцы
murderous	кровавый
murders	убийства
murmur	шум
murmurs	шумы
muscle	мышца
muscles	мышцы
muscular	мышечный
muse	муза
muses	музы
museum	музей
museums	музеи
mushroom	гриб
mushrooms	грибы
music	музыка
musical	музыкальный
musician	музыкант
musicians	музыканты
musics	музыки
musk-melon	дыня
muslim	мусульманин
muslims	мусульмане
mustard	горчица
muster	сбор
